STITCH,Gene,No_drug,No_gene
CID000003066,350383,192.0,10913.0
CID000003066,6751,192.0,4962.0
CID000003066,6754,192.0,4965.0
CID000003066,6755,192.0,4966.0
CID000003066,2693,192.0,1903.0
CID000003066,151,192.0,107.0
CID000003066,150,192.0,106.0
CID000003066,2862,192.0,2026.0
CID000003066,2863,192.0,2027.0
CID000003066,887,192.0,678.0
CID000003066,886,192.0,677.0
CID000003066,554,192.0,428.0
CID000003066,4886,192.0,3502.0
CID000003066,552,192.0,426.0
CID000003066,59340,192.0,16988.0
CID000003066,3062,192.0,2193.0
CID000003066,3061,192.0,2192.0
CID000003066,4923,192.0,3531.0
CID000003066,1816,192.0,1354.0
CID000003066,5729,192.0,4161.0
CID000003066,4161,192.0,3020.0
CID000003066,4160,192.0,3019.0
CID000003066,11245,192.0,8355.0
CID000003066,7201,192.0,5321.0
CID000003066,139760,192.0,6242.0
CID000003066,146,192.0,103.0
CID000003066,147,192.0,104.0
CID000003066,134391,192.0,2400.0
CID000003066,140,192.0,99.0
CID000003066,51289,192.0,14461.0
CID000003066,611,192.0,465.0
CID000003066,148,192.0,105.0
CID000003066,3355,192.0,2421.0
CID000003066,5734,192.0,4166.0
CID000003066,3357,192.0,2423.0
CID000003066,3356,192.0,2422.0
CID000003066,5731,192.0,4163.0
CID000003066,10316,192.0,7606.0
CID000003066,5733,192.0,4165.0
CID000003066,5732,192.0,4164.0
CID000003066,5739,192.0,4169.0
CID000003066,3358,192.0,2424.0
CID000003066,23620,192.0,11654.0
CID000003066,5995,192.0,4359.0
CID000003066,56413,192.0,16123.0
CID000003066,1812,192.0,1350.0
CID000003066,6915,192.0,5101.0
CID000003066,4158,192.0,3017.0
CID000003066,4159,192.0,3018.0
CID000003066,11250,192.0,8359.0
CID000003066,1814,192.0,1352.0
CID000003066,8484,192.0,6072.0
CID000003066,81491,192.0,9483.0
CID000003066,83551,192.0,9766.0
CID000003066,680,192.0,518.0
CID000003066,11255,192.0,8364.0
CID000074989,1723,120.0,1276.0
CID000060877,1633,300.0,1227.0
CID000003198,1128,582.0,868.0
CID000003198,1544,582.0,1161.0
CID000003198,6916,582.0,5102.0
CID000003198,4988,582.0,3570.0
CID000003198,1557,582.0,1169.0
CID000003198,1559,582.0,1171.0
CID000003198,1132,582.0,872.0
CID000003198,1131,582.0,871.0
CID000003198,7226,582.0,5333.0
CID000003198,1586,582.0,1186.0
CID000003198,3274,582.0,2365.0
CID000003198,1565,582.0,1173.0
CID000003198,3357,582.0,2423.0
CID000003198,6532,582.0,4762.0
CID000003198,3350,582.0,2417.0
CID000003198,6531,582.0,4761.0
CID000003198,4985,582.0,3567.0
CID000003198,1576,582.0,1177.0
CID000051263,1269,83.0,958.0
CID000051263,124274,83.0,16901.0
CID000051263,2849,83.0,2017.0
CID000051263,2847,83.0,2015.0
CID000051263,2844,83.0,2012.0
CID000051263,2845,83.0,2013.0
CID000051263,2842,83.0,2010.0
CID000051263,54112,83.0,14956.0
CID000051263,136,83.0,97.0
CID000051263,135,83.0,98.0
CID000051263,134,83.0,95.0
CID000051263,10692,83.0,7915.0
CID000051263,9287,83.0,6710.0
CID000051263,9283,83.0,6708.0
CID000051263,4985,83.0,3567.0
CID000051263,4987,83.0,3571.0
CID000051263,10663,83.0,7893.0
CID000051263,4988,83.0,3570.0
CID000051263,27201,83.0,12801.0
CID000051263,4889,83.0,3504.0
CID000051263,221391,83.0,11917.0
CID000051263,2850,83.0,2018.0
CID000051263,84539,83.0,10181.0
CID000051263,84634,83.0,10220.0
CID000051263,4887,83.0,3503.0
CID000051263,54329,83.0,14986.0
CID000051263,54328,83.0,14985.0
CID000051263,10886,83.0,8050.0
CID000051263,10887,83.0,8051.0
CID000051263,729230,83.0,5950.0
CID000051263,23566,83.0,11609.0
CID000051263,10888,83.0,8052.0
CID000051263,9170,83.0,6622.0
CID000051263,6010,83.0,4374.0
CID000051263,56923,83.0,16239.0
CID000051263,2798,83.0,1973.0
CID000051263,128674,83.0,17551.0
CID000051263,10803,83.0,7993.0
CID000051263,319100,83.0,16266.0
CID000051263,23596,83.0,11633.0
CID000051263,94233,83.0,13038.0
CID000051263,3274,83.0,2365.0
CID000051263,285601,83.0,11507.0
CID000051263,2827,83.0,1997.0
CID000051263,53831,83.0,14902.0
CID000051263,1902,83.0,1415.0
CID000051263,338557,83.0,8041.0
CID000051263,1234,83.0,937.0
CID000051263,1230,83.0,933.0
CID000051263,1813,83.0,1351.0
CID000051263,1232,83.0,935.0
CID000051263,1233,83.0,936.0
CID000051263,1238,83.0,941.0
CID000051263,2837,83.0,2006.0
CID000051263,2835,83.0,2005.0
CID000051263,2834,83.0,2004.0
CID000051263,2832,83.0,2002.0
CID000051263,2831,83.0,2001.0
CID000051263,2830,83.0,2000.0
CID000051263,344561,83.0,9643.0
CID000051263,2652,83.0,1873.0
CID000051263,3354,83.0,2420.0
CID000051263,5737,83.0,4167.0
CID000051263,1241,83.0,943.0
CID000051263,8811,83.0,6343.0
CID000051263,3351,83.0,2418.0
CID000051263,83550,83.0,9765.0
CID000051263,3350,83.0,2417.0
CID000051263,623,83.0,469.0
CID000051263,2861,83.0,2025.0
CID000051263,64106,83.0,17738.0
CID000051263,3352,83.0,2419.0
CID000051263,339403,83.0,8465.0
CID000051263,153,83.0,109.0
CID000051263,7852,83.0,5746.0
CID000051263,83873,83.0,9862.0
CID000051263,152,83.0,108.0
CID000051263,155,83.0,111.0
CID000051263,9038,83.0,6507.0
CID000051263,134864,83.0,2738.0
CID000051263,64582,83.0,17880.0
CID000051263,4829,83.0,3451.0
CID000051263,5540,83.0,4005.0
CID000051263,3361,83.0,2427.0
CID000051263,3362,83.0,2428.0
CID000051263,3363,83.0,2429.0
CID000051263,186,83.0,134.0
CID000051263,187,83.0,135.0
CID000051263,185,83.0,133.0
CID000051263,2587,83.0,1825.0
CID000051263,9293,83.0,6713.0
CID000051263,5021,83.0,3597.0
CID000051263,57007,83.0,16300.0
CID000051263,4986,83.0,3568.0
CID000051263,118442,83.0,14830.0
CID000051263,8477,83.0,6066.0
CID000051263,4157,83.0,3016.0
CID000051263,84109,83.0,9959.0
CID000051263,2925,83.0,2082.0
CID000051263,5956,83.0,4329.0
CID000051263,6752,83.0,4963.0
CID000051263,6753,83.0,4964.0
CID000051263,350383,83.0,10913.0
CID000051263,6751,83.0,4962.0
CID000051263,6754,83.0,4965.0
CID000051263,6755,83.0,4966.0
CID000051263,2693,83.0,1903.0
CID000051263,151,83.0,107.0
CID000051263,150,83.0,106.0
CID000051263,2862,83.0,2026.0
CID000051263,2863,83.0,2027.0
CID000051263,887,83.0,678.0
CID000051263,886,83.0,677.0
CID000051263,554,83.0,428.0
CID000051263,4886,83.0,3502.0
CID000051263,552,83.0,426.0
CID000051263,59340,83.0,16988.0
CID000051263,3062,83.0,2193.0
CID000051263,3061,83.0,2192.0
CID000051263,4923,83.0,3531.0
CID000051263,1816,83.0,1354.0
CID000051263,5729,83.0,4161.0
CID000051263,4161,83.0,3020.0
CID000051263,4160,83.0,3019.0
CID000051263,11245,83.0,8355.0
CID000051263,7201,83.0,5321.0
CID000051263,139760,83.0,6242.0
CID000051263,146,83.0,103.0
CID000051263,147,83.0,104.0
CID000051263,134391,83.0,2400.0
CID000051263,140,83.0,99.0
CID000051263,51289,83.0,14461.0
CID000051263,611,83.0,465.0
CID000051263,148,83.0,105.0
CID000051263,3355,83.0,2421.0
CID000051263,5734,83.0,4166.0
CID000051263,3357,83.0,2423.0
CID000051263,3356,83.0,2422.0
CID000051263,5731,83.0,4163.0
CID000051263,10316,83.0,7606.0
CID000051263,5733,83.0,4165.0
CID000051263,5732,83.0,4164.0
CID000051263,5739,83.0,4169.0
CID000051263,3358,83.0,2424.0
CID000051263,23620,83.0,11654.0
CID000051263,5995,83.0,4359.0
CID000051263,56413,83.0,16123.0
CID000051263,1812,83.0,1350.0
CID000051263,6915,83.0,5101.0
CID000051263,4158,83.0,3017.0
CID000051263,4159,83.0,3018.0
CID000051263,11250,83.0,8359.0
CID000051263,1814,83.0,1352.0
CID000051263,8484,83.0,6072.0
CID000051263,81491,83.0,9483.0
CID000051263,83551,83.0,9766.0
CID000051263,680,83.0,518.0
CID000051263,11255,83.0,8364.0
CID000003355,6331,248.0,4587.0
CID000003355,3757,248.0,2705.0
CID000004205,1269,164.0,958.0
CID000004205,124274,164.0,16901.0
CID000004205,2849,164.0,2017.0
CID000004205,2847,164.0,2015.0
CID000004205,2844,164.0,2012.0
CID000004205,2845,164.0,2013.0
CID000004205,2842,164.0,2010.0
CID000004205,54112,164.0,14956.0
CID000004205,136,164.0,97.0
CID000004205,135,164.0,98.0
CID000004205,134,164.0,95.0
CID000004205,10692,164.0,7915.0
CID000004205,118442,164.0,14830.0
CID000004205,55117,164.0,15433.0
CID000004205,9287,164.0,6710.0
CID000004205,9283,164.0,6708.0
CID000004205,28968,164.0,13065.0
CID000004205,4985,164.0,3567.0
CID000004205,4987,164.0,3571.0
CID000004205,10663,164.0,7893.0
CID000004205,4988,164.0,3570.0
CID000004205,388662,164.0,17277.0
CID000004205,4889,164.0,3504.0
CID000004205,221391,164.0,11917.0
CID000004205,2850,164.0,2018.0
CID000004205,84539,164.0,10181.0
CID000004205,84634,164.0,10220.0
CID000004205,4887,164.0,3503.0
CID000004205,54329,164.0,14986.0
CID000004205,54328,164.0,14985.0
CID000004205,10886,164.0,8050.0
CID000004205,10887,164.0,8051.0
CID000004205,729230,164.0,5950.0
CID000004205,23566,164.0,11609.0
CID000004205,10888,164.0,8052.0
CID000004205,9170,164.0,6622.0
CID000004205,6010,164.0,4374.0
CID000004205,56923,164.0,16239.0
CID000004205,83873,164.0,9862.0
CID000004205,2798,164.0,1973.0
CID000004205,128674,164.0,17551.0
CID000004205,10803,164.0,7993.0
CID000004205,1128,164.0,868.0
CID000004205,1129,164.0,869.0
CID000004205,319100,164.0,16266.0
CID000004205,23596,164.0,11633.0
CID000004205,94233,164.0,13038.0
CID000004205,3274,164.0,2365.0
CID000004205,285601,164.0,11507.0
CID000004205,2827,164.0,1997.0
CID000004205,53831,164.0,14902.0
CID000004205,1902,164.0,1415.0
CID000004205,9152,164.0,6609.0
CID000004205,338557,164.0,8041.0
CID000004205,54716,164.0,15136.0
CID000004205,1234,164.0,937.0
CID000004205,64582,164.0,17880.0
CID000004205,1230,164.0,933.0
CID000004205,1813,164.0,1351.0
CID000004205,1232,164.0,935.0
CID000004205,1233,164.0,936.0
CID000004205,1133,164.0,873.0
CID000004205,1132,164.0,872.0
CID000004205,1131,164.0,871.0
CID000004205,1238,164.0,941.0
CID000004205,7852,164.0,5746.0
CID000004205,2837,164.0,2006.0
CID000004205,2835,164.0,2005.0
CID000004205,2834,164.0,2004.0
CID000004205,2832,164.0,2002.0
CID000004205,2831,164.0,2001.0
CID000004205,2830,164.0,2000.0
CID000004205,344561,164.0,9643.0
CID000004205,2652,164.0,1873.0
CID000004205,3354,164.0,2420.0
CID000004205,5737,164.0,4167.0
CID000004205,1241,164.0,943.0
CID000004205,8811,164.0,6343.0
CID000004205,3351,164.0,2418.0
CID000004205,83550,164.0,9765.0
CID000004205,83551,164.0,9766.0
CID000004205,623,164.0,469.0
CID000004205,2861,164.0,2025.0
CID000004205,64106,164.0,17738.0
CID000004205,3352,164.0,2419.0
CID000004205,339403,164.0,8465.0
CID000004205,153,164.0,109.0
CID000004205,6536,164.0,4766.0
CID000004205,3269,164.0,2361.0
CID000004205,6534,164.0,4764.0
CID000004205,6535,164.0,4765.0
CID000004205,6532,164.0,4762.0
CID000004205,6533,164.0,4763.0
CID000004205,6530,164.0,4760.0
CID000004205,6531,164.0,4761.0
CID000004205,155,164.0,111.0
CID000004205,9038,164.0,6507.0
CID000004205,134864,164.0,2738.0
CID000004205,6538,164.0,4767.0
CID000004205,6539,164.0,4768.0
CID000004205,554,164.0,428.0
CID000004205,4829,164.0,3451.0
CID000004205,3359,164.0,2430.0
CID000004205,5540,164.0,4005.0
CID000004205,3361,164.0,2427.0
CID000004205,3362,164.0,2428.0
CID000004205,3363,164.0,2429.0
CID000004205,186,164.0,134.0
CID000004205,187,164.0,135.0
CID000004205,185,164.0,133.0
CID000004205,2587,164.0,1825.0
CID000004205,9293,164.0,6713.0
CID000004205,5021,164.0,3597.0
CID000004205,57007,164.0,16300.0
CID000004205,4986,164.0,3568.0
CID000004205,56413,164.0,16123.0
CID000004205,10316,164.0,7606.0
CID000004205,340024,164.0,8508.0
CID000004205,6529,164.0,4759.0
CID000004205,8477,164.0,6066.0
CID000004205,4157,164.0,3016.0
CID000004205,84109,164.0,9959.0
CID000004205,2925,164.0,2082.0
CID000004205,5956,164.0,4329.0
CID000004205,6752,164.0,4963.0
CID000004205,6753,164.0,4964.0
CID000004205,350383,164.0,10913.0
CID000004205,6751,164.0,4962.0
CID000004205,6754,164.0,4965.0
CID000004205,6755,164.0,4966.0
CID000004205,2693,164.0,1903.0
CID000004205,11254,164.0,8363.0
CID000004205,151,164.0,107.0
CID000004205,150,164.0,106.0
CID000004205,2862,164.0,2026.0
CID000004205,2863,164.0,2027.0
CID000004205,887,164.0,678.0
CID000004205,886,164.0,677.0
CID000004205,348932,164.0,10700.0
CID000004205,4886,164.0,3502.0
CID000004205,552,164.0,426.0
CID000004205,59340,164.0,16988.0
CID000004205,3062,164.0,2193.0
CID000004205,3061,164.0,2192.0
CID000004205,152,164.0,108.0
CID000004205,27201,164.0,12801.0
CID000004205,4923,164.0,3531.0
CID000004205,1816,164.0,1354.0
CID000004205,5729,164.0,4161.0
CID000004205,4161,164.0,3020.0
CID000004205,4160,164.0,3019.0
CID000004205,11245,164.0,8355.0
CID000004205,7201,164.0,5321.0
CID000004205,139760,164.0,6242.0
CID000004205,146,164.0,103.0
CID000004205,147,164.0,104.0
CID000004205,134391,164.0,2400.0
CID000004205,140,164.0,99.0
CID000004205,51289,164.0,14461.0
CID000004205,611,164.0,465.0
CID000004205,148,164.0,105.0
CID000004205,3355,164.0,2421.0
CID000004205,5734,164.0,4166.0
CID000004205,3357,164.0,2423.0
CID000004205,3356,164.0,2422.0
CID000004205,5731,164.0,4163.0
CID000004205,3350,164.0,2417.0
CID000004205,5733,164.0,4165.0
CID000004205,5732,164.0,4164.0
CID000004205,5739,164.0,4169.0
CID000004205,3358,164.0,2424.0
CID000004205,23620,164.0,11654.0
CID000004205,5995,164.0,4359.0
CID000004205,6915,164.0,5101.0
CID000004205,1812,164.0,1350.0
CID000004205,6540,164.0,4769.0
CID000004205,4158,164.0,3017.0
CID000004205,4159,164.0,3018.0
CID000004205,11250,164.0,8359.0
CID000004205,1814,164.0,1352.0
CID000004205,8484,164.0,6072.0
CID000004205,81491,164.0,9483.0
CID000004205,680,164.0,518.0
CID000004205,11255,164.0,8364.0
CID000005401,1269,179.0,958.0
CID000005401,124274,179.0,16901.0
CID000005401,2849,179.0,2017.0
CID000005401,2847,179.0,2015.0
CID000005401,2844,179.0,2012.0
CID000005401,2845,179.0,2013.0
CID000005401,2842,179.0,2010.0
CID000005401,54112,179.0,14956.0
CID000005401,136,179.0,97.0
CID000005401,135,179.0,98.0
CID000005401,134,179.0,95.0
CID000005401,10692,179.0,7915.0
CID000005401,9287,179.0,6710.0
CID000005401,9283,179.0,6708.0
CID000005401,4985,179.0,3567.0
CID000005401,4987,179.0,3571.0
CID000005401,10663,179.0,7893.0
CID000005401,4988,179.0,3570.0
CID000005401,27201,179.0,12801.0
CID000005401,4889,179.0,3504.0
CID000005401,221391,179.0,11917.0
CID000005401,2850,179.0,2018.0
CID000005401,84539,179.0,10181.0
CID000005401,84634,179.0,10220.0
CID000005401,4887,179.0,3503.0
CID000005401,54329,179.0,14986.0
CID000005401,54328,179.0,14985.0
CID000005401,10886,179.0,8050.0
CID000005401,10887,179.0,8051.0
CID000005401,729230,179.0,5950.0
CID000005401,23566,179.0,11609.0
CID000005401,10888,179.0,8052.0
CID000005401,9170,179.0,6622.0
CID000005401,6010,179.0,4374.0
CID000005401,56923,179.0,16239.0
CID000005401,2798,179.0,1973.0
CID000005401,128674,179.0,17551.0
CID000005401,10803,179.0,7993.0
CID000005401,319100,179.0,16266.0
CID000005401,23596,179.0,11633.0
CID000005401,94233,179.0,13038.0
CID000005401,3274,179.0,2365.0
CID000005401,285601,179.0,11507.0
CID000005401,2827,179.0,1997.0
CID000005401,53831,179.0,14902.0
CID000005401,1902,179.0,1415.0
CID000005401,338557,179.0,8041.0
CID000005401,1234,179.0,937.0
CID000005401,1230,179.0,933.0
CID000005401,1813,179.0,1351.0
CID000005401,1232,179.0,935.0
CID000005401,1233,179.0,936.0
CID000005401,1238,179.0,941.0
CID000005401,2837,179.0,2006.0
CID000005401,2835,179.0,2005.0
CID000005401,2834,179.0,2004.0
CID000005401,2832,179.0,2002.0
CID000005401,2831,179.0,2001.0
CID000005401,2830,179.0,2000.0
CID000005401,344561,179.0,9643.0
CID000005401,2652,179.0,1873.0
CID000005401,3354,179.0,2420.0
CID000005401,5737,179.0,4167.0
CID000005401,1241,179.0,943.0
CID000005401,8811,179.0,6343.0
CID000005401,3351,179.0,2418.0
CID000005401,83550,179.0,9765.0
CID000005401,3350,179.0,2417.0
CID000005401,623,179.0,469.0
CID000005401,2861,179.0,2025.0
CID000005401,64106,179.0,17738.0
CID000005401,3352,179.0,2419.0
CID000005401,339403,179.0,8465.0
CID000005401,153,179.0,109.0
CID000005401,3757,179.0,2705.0
CID000005401,7852,179.0,5746.0
CID000005401,83873,179.0,9862.0
CID000005401,152,179.0,108.0
CID000005401,155,179.0,111.0
CID000005401,9038,179.0,6507.0
CID000005401,134864,179.0,2738.0
CID000005401,64582,179.0,17880.0
CID000005401,4829,179.0,3451.0
CID000005401,5540,179.0,4005.0
CID000005401,3361,179.0,2427.0
CID000005401,3362,179.0,2428.0
CID000005401,3363,179.0,2429.0
CID000005401,186,179.0,134.0
CID000005401,187,179.0,135.0
CID000005401,185,179.0,133.0
CID000005401,2587,179.0,1825.0
CID000005401,9293,179.0,6713.0
CID000005401,5021,179.0,3597.0
CID000005401,57007,179.0,16300.0
CID000005401,4986,179.0,3568.0
CID000005401,118442,179.0,14830.0
CID000005401,8477,179.0,6066.0
CID000005401,4157,179.0,3016.0
CID000005401,84109,179.0,9959.0
CID000005401,2925,179.0,2082.0
CID000005401,5956,179.0,4329.0
CID000005401,6752,179.0,4963.0
CID000005401,6753,179.0,4964.0
CID000005401,350383,179.0,10913.0
CID000005401,6751,179.0,4962.0
CID000005401,6754,179.0,4965.0
CID000005401,6755,179.0,4966.0
CID000005401,2693,179.0,1903.0
CID000005401,151,179.0,107.0
CID000005401,150,179.0,106.0
CID000005401,2862,179.0,2026.0
CID000005401,2863,179.0,2027.0
CID000005401,887,179.0,678.0
CID000005401,886,179.0,677.0
CID000005401,554,179.0,428.0
CID000005401,4886,179.0,3502.0
CID000005401,552,179.0,426.0
CID000005401,59340,179.0,16988.0
CID000005401,3062,179.0,2193.0
CID000005401,3061,179.0,2192.0
CID000005401,4923,179.0,3531.0
CID000005401,1816,179.0,1354.0
CID000005401,5729,179.0,4161.0
CID000005401,4161,179.0,3020.0
CID000005401,4160,179.0,3019.0
CID000005401,11245,179.0,8355.0
CID000005401,7201,179.0,5321.0
CID000005401,139760,179.0,6242.0
CID000005401,146,179.0,103.0
CID000005401,147,179.0,104.0
CID000005401,134391,179.0,2400.0
CID000005401,140,179.0,99.0
CID000005401,51289,179.0,14461.0
CID000005401,611,179.0,465.0
CID000005401,148,179.0,105.0
CID000005401,3355,179.0,2421.0
CID000005401,5734,179.0,4166.0
CID000005401,3357,179.0,2423.0
CID000005401,3356,179.0,2422.0
CID000005401,5731,179.0,4163.0
CID000005401,10316,179.0,7606.0
CID000005401,5733,179.0,4165.0
CID000005401,5732,179.0,4164.0
CID000005401,5739,179.0,4169.0
CID000005401,3358,179.0,2424.0
CID000005401,23620,179.0,11654.0
CID000005401,5995,179.0,4359.0
CID000005401,56413,179.0,16123.0
CID000005401,1812,179.0,1350.0
CID000005401,6915,179.0,5101.0
CID000005401,4158,179.0,3017.0
CID000005401,4159,179.0,3018.0
CID000005401,11250,179.0,8359.0
CID000005401,1814,179.0,1352.0
CID000005401,8484,179.0,6072.0
CID000005401,81491,179.0,9483.0
CID000005401,83551,179.0,9766.0
CID000005401,680,179.0,518.0
CID000005401,11255,179.0,8364.0
CID000005533,1269,431.0,958.0
CID000005533,124274,431.0,16901.0
CID000005533,2849,431.0,2017.0
CID000005533,2847,431.0,2015.0
CID000005533,2844,431.0,2012.0
CID000005533,2845,431.0,2013.0
CID000005533,2842,431.0,2010.0
CID000005533,54112,431.0,14956.0
CID000005533,136,431.0,97.0
CID000005533,135,431.0,98.0
CID000005533,134,431.0,95.0
CID000005533,10692,431.0,7915.0
CID000005533,118442,431.0,14830.0
CID000005533,55117,431.0,15433.0
CID000005533,9287,431.0,6710.0
CID000005533,9283,431.0,6708.0
CID000005533,28968,431.0,13065.0
CID000005533,4985,431.0,3567.0
CID000005533,4987,431.0,3571.0
CID000005533,10663,431.0,7893.0
CID000005533,4988,431.0,3570.0
CID000005533,388662,431.0,17277.0
CID000005533,4889,431.0,3504.0
CID000005533,221391,431.0,11917.0
CID000005533,2850,431.0,2018.0
CID000005533,84539,431.0,10181.0
CID000005533,84634,431.0,10220.0
CID000005533,4887,431.0,3503.0
CID000005533,54329,431.0,14986.0
CID000005533,54328,431.0,14985.0
CID000005533,10886,431.0,8050.0
CID000005533,10887,431.0,8051.0
CID000005533,729230,431.0,5950.0
CID000005533,23566,431.0,11609.0
CID000005533,10888,431.0,8052.0
CID000005533,9170,431.0,6622.0
CID000005533,6010,431.0,4374.0
CID000005533,56923,431.0,16239.0
CID000005533,83873,431.0,9862.0
CID000005533,2798,431.0,1973.0
CID000005533,128674,431.0,17551.0
CID000005533,10803,431.0,7993.0
CID000005533,319100,431.0,16266.0
CID000005533,23596,431.0,11633.0
CID000005533,94233,431.0,13038.0
CID000005533,3274,431.0,2365.0
CID000005533,285601,431.0,11507.0
CID000005533,2827,431.0,1997.0
CID000005533,53831,431.0,14902.0
CID000005533,1902,431.0,1415.0
CID000005533,9152,431.0,6609.0
CID000005533,338557,431.0,8041.0
CID000005533,1234,431.0,937.0
CID000005533,64582,431.0,17880.0
CID000005533,1230,431.0,933.0
CID000005533,1813,431.0,1351.0
CID000005533,1232,431.0,935.0
CID000005533,1233,431.0,936.0
CID000005533,54716,431.0,15136.0
CID000005533,1238,431.0,941.0
CID000005533,7852,431.0,5746.0
CID000005533,2837,431.0,2006.0
CID000005533,2835,431.0,2005.0
CID000005533,2834,431.0,2004.0
CID000005533,2832,431.0,2002.0
CID000005533,2831,431.0,2001.0
CID000005533,2830,431.0,2000.0
CID000005533,344561,431.0,9643.0
CID000005533,2652,431.0,1873.0
CID000005533,3354,431.0,2420.0
CID000005533,5737,431.0,4167.0
CID000005533,1241,431.0,943.0
CID000005533,8811,431.0,6343.0
CID000005533,3351,431.0,2418.0
CID000005533,83550,431.0,9765.0
CID000005533,83551,431.0,9766.0
CID000005533,623,431.0,469.0
CID000005533,2861,431.0,2025.0
CID000005533,64106,431.0,17738.0
CID000005533,3352,431.0,2419.0
CID000005533,339403,431.0,8465.0
CID000005533,153,431.0,109.0
CID000005533,6536,431.0,4766.0
CID000005533,3269,431.0,2361.0
CID000005533,6534,431.0,4764.0
CID000005533,6535,431.0,4765.0
CID000005533,6532,431.0,4762.0
CID000005533,6533,431.0,4763.0
CID000005533,6530,431.0,4760.0
CID000005533,6531,431.0,4761.0
CID000005533,155,431.0,111.0
CID000005533,9038,431.0,6507.0
CID000005533,134864,431.0,2738.0
CID000005533,6538,431.0,4767.0
CID000005533,6539,431.0,4768.0
CID000005533,554,431.0,428.0
CID000005533,4829,431.0,3451.0
CID000005533,5540,431.0,4005.0
CID000005533,3361,431.0,2427.0
CID000005533,3362,431.0,2428.0
CID000005533,3363,431.0,2429.0
CID000005533,186,431.0,134.0
CID000005533,187,431.0,135.0
CID000005533,185,431.0,133.0
CID000005533,2587,431.0,1825.0
CID000005533,9293,431.0,6713.0
CID000005533,5021,431.0,3597.0
CID000005533,57007,431.0,16300.0
CID000005533,4986,431.0,3568.0
CID000005533,56413,431.0,16123.0
CID000005533,10316,431.0,7606.0
CID000005533,340024,431.0,8508.0
CID000005533,6529,431.0,4759.0
CID000005533,8477,431.0,6066.0
CID000005533,4157,431.0,3016.0
CID000005533,84109,431.0,9959.0
CID000005533,2925,431.0,2082.0
CID000005533,5956,431.0,4329.0
CID000005533,6752,431.0,4963.0
CID000005533,6753,431.0,4964.0
CID000005533,350383,431.0,10913.0
CID000005533,6751,431.0,4962.0
CID000005533,6754,431.0,4965.0
CID000005533,6755,431.0,4966.0
CID000005533,2693,431.0,1903.0
CID000005533,11254,431.0,8363.0
CID000005533,151,431.0,107.0
CID000005533,150,431.0,106.0
CID000005533,2862,431.0,2026.0
CID000005533,2863,431.0,2027.0
CID000005533,887,431.0,678.0
CID000005533,886,431.0,677.0
CID000005533,348932,431.0,10700.0
CID000005533,4886,431.0,3502.0
CID000005533,552,431.0,426.0
CID000005533,59340,431.0,16988.0
CID000005533,3062,431.0,2193.0
CID000005533,3061,431.0,2192.0
CID000005533,152,431.0,108.0
CID000005533,27201,431.0,12801.0
CID000005533,4923,431.0,3531.0
CID000005533,1816,431.0,1354.0
CID000005533,5729,431.0,4161.0
CID000005533,4161,431.0,3020.0
CID000005533,4160,431.0,3019.0
CID000005533,11245,431.0,8355.0
CID000005533,7201,431.0,5321.0
CID000005533,139760,431.0,6242.0
CID000005533,146,431.0,103.0
CID000005533,147,431.0,104.0
CID000005533,134391,431.0,2400.0
CID000005533,140,431.0,99.0
CID000005533,51289,431.0,14461.0
CID000005533,611,431.0,465.0
CID000005533,148,431.0,105.0
CID000005533,3355,431.0,2421.0
CID000005533,5734,431.0,4166.0
CID000005533,3357,431.0,2423.0
CID000005533,3356,431.0,2422.0
CID000005533,5731,431.0,4163.0
CID000005533,3350,431.0,2417.0
CID000005533,5733,431.0,4165.0
CID000005533,5732,431.0,4164.0
CID000005533,5739,431.0,4169.0
CID000005533,3358,431.0,2424.0
CID000005533,23620,431.0,11654.0
CID000005533,5995,431.0,4359.0
CID000005533,6915,431.0,5101.0
CID000005533,1812,431.0,1350.0
CID000005533,6540,431.0,4769.0
CID000005533,4158,431.0,3017.0
CID000005533,4159,431.0,3018.0
CID000005533,11250,431.0,8359.0
CID000005533,1814,431.0,1352.0
CID000005533,8484,431.0,6072.0
CID000005533,81491,431.0,9483.0
CID000005533,680,431.0,518.0
CID000005533,11255,431.0,8364.0
CID003002190,28234,266.0,12991.0
CID003002190,10599,266.0,7835.0
CID000002719,4835,581.0,3456.0
CID000002719,5621,581.0,4076.0
CID000002719,3757,581.0,2705.0
CID000170361,1142,488.0,882.0
CID000170361,1143,488.0,883.0
CID000170361,1140,488.0,880.0
CID000170361,1141,488.0,881.0
CID000170361,1146,488.0,886.0
CID000170361,1144,488.0,884.0
CID000170361,89832,488.0,11807.0
CID000170361,9177,488.0,6626.0
CID000170361,1145,488.0,885.0
CID000170361,285242,488.0,11180.0
CID000170361,1139,488.0,879.0
CID000170361,1138,488.0,878.0
CID000170361,170572,488.0,13597.0
CID000170361,1137,488.0,877.0
CID000170361,1136,488.0,876.0
CID000170361,1135,488.0,875.0
CID000170361,1134,488.0,874.0
CID000170361,200909,488.0,3122.0
CID000170361,3359,488.0,2430.0
CID000170361,57053,488.0,16322.0
CID000170361,55584,488.0,15717.0
CID000170361,8973,488.0,6466.0
CID000005358,1269,59.0,958.0
CID000005358,124274,59.0,16901.0
CID000005358,2849,59.0,2017.0
CID000005358,2847,59.0,2015.0
CID000005358,2844,59.0,2012.0
CID000005358,2845,59.0,2013.0
