,STITCH,Gene
9464,CID000003158,59340
9465,CID000003158,3062
9466,CID000003158,3061
9467,CID000003158,152
9468,CID000003158,27201
9469,CID000003158,4923
9470,CID000003158,1816
9471,CID000003158,5729
9472,CID000003158,4161
9473,CID000003158,4160
9474,CID000003158,11245
9475,CID000003158,7201
9476,CID000003158,139760
9477,CID000003158,146
9478,CID000003158,147
9479,CID000003158,134391
9480,CID000003158,140
9481,CID000003158,51289
9482,CID000003158,611
9483,CID000003158,148
9484,CID000003158,3355
9485,CID000003158,5734
9486,CID000003158,3357
9487,CID000003158,3356
9488,CID000003158,5731
9489,CID000003158,3350
9490,CID000003158,5733
9491,CID000003158,5732
9492,CID000003158,5739
9493,CID000003158,3358
9494,CID000003158,23620
9495,CID000003158,5995
9496,CID000003158,6915
9497,CID000003158,1812
9498,CID000003158,6540
9499,CID000003158,4158
9500,CID000003158,4159
9501,CID000003158,11250
9502,CID000003158,1814
9503,CID000003158,8484
9504,CID000003158,81491
9505,CID000003158,680
9506,CID000003158,11255
9507,CID000003397,367
9508,CID000068740,4313
9509,CID000068740,771
9510,CID000068740,4317
9511,CID000068740,760
9512,CID000068740,9453
9513,CID000068740,23590
9514,CID000068740,57107
9515,CID000068740,23623
9516,CID000068740,4323
9517,CID000068740,2224
9518,CID000001065,1129
9519,CID005311181,5739
9520,CID000104741,10062
9521,CID000104741,5467
9522,CID000104741,2649
9523,CID000104741,2908
9524,CID000104741,5916
9525,CID000104741,190
9526,CID000104741,2099
9527,CID000104741,4306
9528,CID000104741,9971
9529,CID000104741,9970
9530,CID000104741,367
9531,CID000104741,8431
9532,CID000104741,2103
9533,CID000104741,7101
9534,CID000104741,5465
9535,CID000104741,7026
9536,CID000104741,7025
9537,CID000104741,5914
9538,CID000104741,5468
9539,CID000104741,7182
9540,CID000104741,2063
9541,CID000104741,7068
9542,CID000104741,7067
9543,CID000104741,5241
9544,CID000104741,7376
9545,CID000104741,6256
9546,CID000104741,6258
9547,CID000104741,7421
9548,CID000104741,5915
9549,CID000104741,7181
9550,CID000104741,2101
9551,CID000104741,2100
9552,CID000104741,6257
9553,CID000104741,8856
9554,CID000104741,2104
9555,CID000005578,9249
9556,CID000005578,147015
9557,CID000005578,873
9558,CID000005578,317749
9559,CID000005578,207063
9560,CID000005578,145226
9561,CID000005578,3292
9562,CID000005578,388963
9563,CID000005578,51171
9564,CID000005578,115817
9565,CID000005578,3290
9566,CID000005578,157506
9567,CID000005578,56898
9568,CID000005578,200895
9569,CID000005578,1719
9570,CID000005578,7298
9571,CID000005578,345275
9572,CID000005578,55825
9573,CID000005578,10202
9574,CID000005578,57665
9575,CID000005578,195814
9576,CID000005578,84263
9577,CID000005578,201140
9578,CID000005578,3248
9579,CID000005578,26063
9580,CID000005578,79758
9581,CID000005578,84869
9582,CID000005578,51170
9583,CID000005578,50700
9584,CID000005578,25979
9585,CID000005578,1666
9586,CID000005578,874
9587,CID000005578,51109
9588,CID000003825,9120
9589,CID000003825,9121
9590,CID000003825,23539
9591,CID000003825,155184
9592,CID000003825,5742
9593,CID000003825,6580
9594,CID000003825,116085
9595,CID000003825,387700
9596,CID000003825,6518
9597,CID000003825,220963
9598,CID000003825,6513
9599,CID000003825,6514
9600,CID000003825,6515
9601,CID000003825,6517
9602,CID000003825,64747
9603,CID000003825,66035
9604,CID000003825,162515
9605,CID000003825,124976
9606,CID000003825,9899
9607,CID000003825,6582
9608,CID000003825,55530
9609,CID000003825,56606
9610,CID000003825,114571
9611,CID000003825,9376
9612,CID000003825,117247
9613,CID000003825,10786
9614,CID000003825,9197
9615,CID000003825,113655
9616,CID000003825,55867
9617,CID000003825,63027
9618,CID000003825,22987
9619,CID000003825,201305
9620,CID000003825,6566
9621,CID000003825,387775
9622,CID000003825,5743
9623,CID000003825,144195
9624,CID000003825,387601
9625,CID000003825,10864
9626,CID000003385,151531
9627,CID000003385,7378
9628,CID000003385,7298
9629,CID000003385,2232
9630,CID000003385,54963
9631,CID000003385,1723
9632,CID000003385,3728
9633,CID000003385,139596
9634,CID000003385,1499
9635,CID000104865,1269
9636,CID000104865,124274
9637,CID000104865,2849
9638,CID000104865,2847
9639,CID000104865,2844
9640,CID000104865,2845
9641,CID000104865,2842
9642,CID000104865,54112
9643,CID000104865,136
9644,CID000104865,135
9645,CID000104865,134
9646,CID000104865,10692
9647,CID000104865,9287
9648,CID000104865,9283
9649,CID000104865,4985
9650,CID000104865,4987
9651,CID000104865,10663
9652,CID000104865,4988
9653,CID000104865,27201
9654,CID000104865,4889
9655,CID000104865,221391
9656,CID000104865,2850
9657,CID000104865,84539
9658,CID000104865,84634
9659,CID000104865,4887
9660,CID000104865,54329
9661,CID000104865,54328
9662,CID000104865,10886
9663,CID000104865,10887
9664,CID000104865,729230
9665,CID000104865,23566
9666,CID000104865,10888
9667,CID000104865,9170
9668,CID000104865,6010
9669,CID000104865,56923
9670,CID000104865,2798
9671,CID000104865,128674
9672,CID000104865,10803
9673,CID000104865,319100
9674,CID000104865,23596
9675,CID000104865,94233
9676,CID000104865,3274
9677,CID000104865,285601
9678,CID000104865,2827
9679,CID000104865,53831
9680,CID000104865,1902
9681,CID000104865,338557
9682,CID000104865,1234
9683,CID000104865,1230
9684,CID000104865,1813
9685,CID000104865,1232
9686,CID000104865,1233
9687,CID000104865,1238
9688,CID000104865,2837
9689,CID000104865,2835
9690,CID000104865,2834
9691,CID000104865,2832
9692,CID000104865,2831
9693,CID000104865,2830
9694,CID000104865,344561
9695,CID000104865,2652
9696,CID000104865,3354
9697,CID000104865,5737
9698,CID000104865,1241
9699,CID000104865,8811
9700,CID000104865,3351
9701,CID000104865,83550
9702,CID000104865,3350
9703,CID000104865,623
9704,CID000104865,2861
9705,CID000104865,64106
9706,CID000104865,3352
9707,CID000104865,339403
9708,CID000104865,153
9709,CID000104865,7852
9710,CID000104865,83873
9711,CID000104865,152
9712,CID000104865,155
9713,CID000104865,9038
9714,CID000104865,134864
9715,CID000104865,64582
9716,CID000104865,4829
9717,CID000104865,5540
9718,CID000104865,3361
9719,CID000104865,3362
9720,CID000104865,3363
9721,CID000104865,186
9722,CID000104865,187
9723,CID000104865,185
9724,CID000104865,2587
9725,CID000104865,9293
9726,CID000104865,5021
9727,CID000104865,57007
9728,CID000104865,4986
9729,CID000104865,118442
9730,CID000104865,8477
9731,CID000104865,4157
9732,CID000104865,84109
9733,CID000104865,2925
9734,CID000104865,5956
9735,CID000104865,6752
9736,CID000104865,6753
9737,CID000104865,350383
9738,CID000104865,6751
9739,CID000104865,6754
9740,CID000104865,6755
9741,CID000104865,2693
9742,CID000104865,151
9743,CID000104865,150
9744,CID000104865,2862
9745,CID000104865,2863
9746,CID000104865,887
9747,CID000104865,886
9748,CID000104865,554
9749,CID000104865,4886
9750,CID000104865,552
9751,CID000104865,59340
9752,CID000104865,3062
9753,CID000104865,3061
9754,CID000104865,4923
9755,CID000104865,1816
9756,CID000104865,5729
9757,CID000104865,4161
9758,CID000104865,4160
9759,CID000104865,11245
9760,CID000104865,7201
9761,CID000104865,139760
9762,CID000104865,146
9763,CID000104865,147
9764,CID000104865,134391
9765,CID000104865,140
9766,CID000104865,51289
9767,CID000104865,611
9768,CID000104865,148
9769,CID000104865,3355
9770,CID000104865,5734
9771,CID000104865,3357
9772,CID000104865,3356
9773,CID000104865,5731
9774,CID000104865,10316
9775,CID000104865,5733
9776,CID000104865,5732
9777,CID000104865,5739
9778,CID000104865,3358
9779,CID000104865,23620
9780,CID000104865,5995
9781,CID000104865,56413
9782,CID000104865,1812
9783,CID000104865,6915
9784,CID000104865,4158
9785,CID000104865,4159
9786,CID000104865,11250
9787,CID000104865,1814
9788,CID000104865,8484
9789,CID000104865,81491
9790,CID000104865,83551
9791,CID000104865,680
9792,CID000104865,11255
9793,CID000060198,1588
9794,CID000002130,6582
9795,CID000003148,3757
9796,CID000002801,1142
9797,CID000002801,1143
9798,CID000002801,1140
9799,CID000002801,1141
9800,CID000002801,1146
9801,CID000002801,1144
9802,CID000002801,1145
9803,CID000002801,2847
9804,CID000002801,2844
9805,CID000002801,2845
9806,CID000002801,2842
9807,CID000002801,1269
9808,CID000002801,54112
9809,CID000002801,136
9810,CID000002801,135
9811,CID000002801,134
9812,CID000002801,124274
9813,CID000002801,10692
9814,CID000002801,118442
9815,CID000002801,55117
9816,CID000002801,9287
9817,CID000002801,2849
9818,CID000002801,9283
9819,CID000002801,28968
9820,CID000002801,4985
9821,CID000002801,4987
9822,CID000002801,10663
9823,CID000002801,4988
9824,CID000002801,388662
9825,CID000002801,285242
9826,CID000002801,4889
9827,CID000002801,221391
9828,CID000002801,2850
9829,CID000002801,84539
9830,CID000002801,84634
9831,CID000002801,4887
9832,CID000002801,54329
9833,CID000002801,54328
9834,CID000002801,10886
9835,CID000002801,10887
9836,CID000002801,729230
9837,CID000002801,9177
9838,CID000002801,23566
9839,CID000002801,10888
9840,CID000002801,9170
9841,CID000002801,6010
9842,CID000002801,56923
9843,CID000002801,83873
9844,CID000002801,6752
9845,CID000002801,2798
9846,CID000002801,128674
9847,CID000002801,55584
9848,CID000002801,8973
9849,CID000002801,10803
9850,CID000002801,1128
9851,CID000002801,89832
9852,CID000002801,319100
9853,CID000002801,23596
9854,CID000002801,7852
9855,CID000002801,94233
9856,CID000002801,3274
9857,CID000002801,285601
9858,CID000002801,2827
9859,CID000002801,53831
9860,CID000002801,1902
9861,CID000002801,9152
9862,CID000002801,338557
9863,CID000002801,1132
9864,CID000002801,54716
9865,CID000002801,1234
9866,CID000002801,64582
9867,CID000002801,1139
9868,CID000002801,1138
9869,CID000002801,1230
9870,CID000002801,1813
9871,CID000002801,1232
9872,CID000002801,1233
9873,CID000002801,170572
9874,CID000002801,1137
9875,CID000002801,1131
9876,CID000002801,1238
9877,CID000002801,1136
9878,CID000002801,1135
9879,CID000002801,1134
9880,CID000002801,2837
9881,CID000002801,2835
9882,CID000002801,2834
9883,CID000002801,2832
9884,CID000002801,2831
9885,CID000002801,2830
9886,CID000002801,344561
9887,CID000002801,2652
9888,CID000002801,3354
9889,CID000002801,5737
9890,CID000002801,1241
9891,CID000002801,57053
9892,CID000002801,8811
9893,CID000002801,3351
9894,CID000002801,83550
9895,CID000002801,83551
9896,CID000002801,623
9897,CID000002801,2861
9898,CID000002801,64106
9899,CID000002801,3352
9900,CID000002801,339403
9901,CID000002801,153
9902,CID000002801,6536
9903,CID000002801,3269
9904,CID000002801,6534
9905,CID000002801,6535
9906,CID000002801,6532
9907,CID000002801,6533
9908,CID000002801,6530
9909,CID000002801,6531
9910,CID000002801,155
9911,CID000002801,9038
9912,CID000002801,134864
9913,CID000002801,6538
9914,CID000002801,6539
9915,CID000002801,554
9916,CID000002801,4829
9917,CID000002801,3359
9918,CID000002801,5540
9919,CID000002801,3361
9920,CID000002801,3362
9921,CID000002801,3363
9922,CID000002801,186
9923,CID000002801,187
9924,CID000002801,185
9925,CID000002801,2587
9926,CID000002801,9293
9927,CID000002801,5021
9928,CID000002801,57007
9929,CID000002801,4986
9930,CID000002801,56413
9931,CID000002801,10316
9932,CID000002801,340024
9933,CID000002801,6529
9934,CID000002801,8477
9935,CID000002801,4157
9936,CID000002801,84109
9937,CID000002801,2925
9938,CID000002801,5956
9939,CID000002801,1129
9940,CID000002801,6753
9941,CID000002801,350383
9942,CID000002801,6751
9943,CID000002801,6754
9944,CID000002801,6755
9945,CID000002801,2693
9946,CID000002801,11254
9947,CID000002801,151
9948,CID000002801,150
9949,CID000002801,2862
9950,CID000002801,2863
9951,CID000002801,887
9952,CID000002801,886
9953,CID000002801,348932
9954,CID000002801,4886
9955,CID000002801,552
9956,CID000002801,59340
9957,CID000002801,3062
9958,CID000002801,3061
9959,CID000002801,152
9960,CID000002801,27201
9961,CID000002801,4923
9962,CID000002801,1816
9963,CID000002801,5729
9964,CID000002801,4161
9965,CID000002801,4160
9966,CID000002801,11245
9967,CID000002801,7201
9968,CID000002801,139760
9969,CID000002801,1565
9970,CID000002801,146
9971,CID000002801,147
9972,CID000002801,134391
9973,CID000002801,140
9974,CID000002801,51289
9975,CID000002801,611
9976,CID000002801,1133
9977,CID000002801,148
9978,CID000002801,3355
9979,CID000002801,5734
9980,CID000002801,3357
9981,CID000002801,3356
9982,CID000002801,5731
9983,CID000002801,3350
9984,CID000002801,5733
9985,CID000002801,5732
9986,CID000002801,200909
9987,CID000002801,5739
9988,CID000002801,3358
9989,CID000002801,23620
9990,CID000002801,5995
9991,CID000002801,6915
9992,CID000002801,1812
9993,CID000002801,6540
9994,CID000002801,4158
9995,CID000002801,4159
9996,CID000002801,11250
9997,CID000002801,1814
9998,CID000002801,8484
9999,CID000002801,81491
10000,CID000002801,680
10001,CID000002801,11255
10002,CID000176870,5159
10003,CID000176870,3718
10004,CID000176870,10188
10005,CID000176870,11309
10006,CID000176870,5607
10007,CID000176870,238
10008,CID000176870,4058
10009,CID000176870,6714
10010,CID000176870,8569
10011,CID000176870,2322
10012,CID000176870,2321
10013,CID000176870,4067
10014,CID000176870,2324
10015,CID000176870,7075
10016,CID000176870,11113
10017,CID000176870,285220
10018,CID000176870,3791
10019,CID000176870,5979
10020,CID000176870,8711
10021,CID000176870,51086
10022,CID000176870,80122
10023,CID000176870,2872
10024,CID000176870,2444
10025,CID000176870,2580
10026,CID000176870,120892
10027,CID000176870,4233
10028,CID000176870,2044
10029,CID000176870,6795
10030,CID000176870,6793
10031,CID000176870,2049
10032,CID000176870,1454
10033,CID000176870,640
10034,CID000176870,8767
10035,CID000176870,25
10036,CID000176870,7525
10037,CID000176870,2064
10038,CID000176870,1576
10039,CID000176870,2066
10040,CID000004440,3351
10041,CID000004440,3350
10042,CID000004440,3352
10043,CID000004449,1269
10044,CID000004449,124274
10045,CID000004449,2849
10046,CID000004449,2847
10047,CID000004449,2844
10048,CID000004449,2845
10049,CID000004449,2842
10050,CID000004449,54112
10051,CID000004449,136
10052,CID000004449,135
10053,CID000004449,134
10054,CID000004449,10692
10055,CID000004449,118442
10056,CID000004449,55117
10057,CID000004449,9287
10058,CID000004449,9283
10059,CID000004449,28968
10060,CID000004449,4985
10061,CID000004449,4987
10062,CID000004449,10663
10063,CID000004449,4988
10064,CID000004449,388662
10065,CID000004449,4889
10066,CID000004449,221391
10067,CID000004449,2850
10068,CID000004449,84539
10069,CID000004449,84634
10070,CID000004449,4887
10071,CID000004449,54329
10072,CID000004449,54328
10073,CID000004449,10886
10074,CID000004449,10887
10075,CID000004449,729230
10076,CID000004449,23566
10077,CID000004449,10888
10078,CID000004449,9170
10079,CID000004449,6010
10080,CID000004449,56923
10081,CID000004449,83873
10082,CID000004449,2798
10083,CID000004449,128674
10084,CID000004449,10803
10085,CID000004449,1128
10086,CID000004449,1129
10087,CID000004449,319100
10088,CID000004449,23596
10089,CID000004449,94233
10090,CID000004449,3274
10091,CID000004449,285601
10092,CID000004449,2827
10093,CID000004449,53831
10094,CID000004449,1902
10095,CID000004449,9152
10096,CID000004449,338557
10097,CID000004449,54716
10098,CID000004449,1234
10099,CID000004449,64582
10100,CID000004449,1230
10101,CID000004449,1813
10102,CID000004449,1232
10103,CID000004449,1233
10104,CID000004449,1133
10105,CID000004449,1132
10106,CID000004449,1131
10107,CID000004449,1238
10108,CID000004449,7852
10109,CID000004449,2837
10110,CID000004449,2835
10111,CID000004449,2834
10112,CID000004449,2832
10113,CID000004449,2831
10114,CID000004449,2830
10115,CID000004449,344561
10116,CID000004449,2652
10117,CID000004449,5734
10118,CID000004449,5737
10119,CID000004449,5243
10120,CID000004449,1241
10121,CID000004449,8811
10122,CID000004449,3351
10123,CID000004449,83550
10124,CID000004449,83551
10125,CID000004449,623
10126,CID000004449,2861
10127,CID000004449,64106
10128,CID000004449,3352
10129,CID000004449,339403
10130,CID000004449,153
10131,CID000004449,6536
10132,CID000004449,3269
10133,CID000004449,6534
10134,CID000004449,6535
10135,CID000004449,6532
10136,CID000004449,6533
10137,CID000004449,6530
10138,CID000004449,6531
10139,CID000004449,155
10140,CID000004449,9038
10141,CID000004449,134864
10142,CID000004449,6538
10143,CID000004449,6539
10144,CID000004449,554
10145,CID000004449,4829
10146,CID000004449,5540
10147,CID000004449,3361
10148,CID000004449,3362
10149,CID000004449,3363
10150,CID000004449,186
10151,CID000004449,187
10152,CID000004449,185
10153,CID000004449,2587
10154,CID000004449,9293
10155,CID000004449,5021
10156,CID000004449,57007
10157,CID000004449,4986
10158,CID000004449,56413
10159,CID000004449,10316
10160,CID000004449,340024
10161,CID000004449,6529
10162,CID000004449,8477
10163,CID000004449,4157
10164,CID000004449,84109
10165,CID000004449,2925
10166,CID000004449,5956
10167,CID000004449,6752
10168,CID000004449,6753
10169,CID000004449,350383
10170,CID000004449,6751
10171,CID000004449,6754
10172,CID000004449,6755
10173,CID000004449,2693
10174,CID000004449,11254
10175,CID000004449,151
10176,CID000004449,150
10177,CID000004449,2862
10178,CID000004449,2863
10179,CID000004449,887
10180,CID000004449,886
10181,CID000004449,348932
10182,CID000004449,4886
10183,CID000004449,552
10184,CID000004449,59340
10185,CID000004449,3062
10186,CID000004449,3061
10187,CID000004449,152
10188,CID000004449,27201
10189,CID000004449,4923
10190,CID000004449,1816
10191,CID000004449,5729
10192,CID000004449,4161
10193,CID000004449,4160
10194,CID000004449,11245
10195,CID000004449,7201
10196,CID000004449,139760
10197,CID000004449,146
10198,CID000004449,147
10199,CID000004449,134391
10200,CID000004449,140
10201,CID000004449,51289
10202,CID000004449,611
10203,CID000004449,148
10204,CID000004449,3355
10205,CID000004449,3354
10206,CID000004449,3357
10207,CID000004449,3356
10208,CID000004449,5731
10209,CID000004449,3350
10210,CID000004449,5733
10211,CID000004449,5732
10212,CID000004449,5739
10213,CID000004449,3358
10214,CID000004449,23620
10215,CID000004449,5995
10216,CID000004449,6915
10217,CID000004449,1812
10218,CID000004449,6540
10219,CID000004449,4158
10220,CID000004449,4159
10221,CID000004449,11250
10222,CID000004449,680
10223,CID000004449,1814
10224,CID000004449,8484
10225,CID000004449,81491
10226,CID000004449,1576
10227,CID000004449,11255
10228,CID000072054,1128
10229,CID000072054,1129
10230,CID000072054,1133
10231,CID000072054,1132
10232,CID000072054,1131
10233,CID000072054,3269
10234,CID000003937,1636
10235,CID000119182,1633
10236,CID000004054,2903
10237,CID000004054,2902
10238,CID000004054,2906
10239,CID000004054,2905
10240,CID000004054,2904
10241,CID000060164,5915
10242,CID000060164,5914
10243,CID000060164,5916
10244,CID000004485,169355
10245,CID000004485,135
10246,CID000004485,134
10247,CID000004485,8989
10248,CID000004485,1544
10249,CID000004485,11280
10250,CID000004485,6328
10251,CID000004485,775
10252,CID000004485,774
10253,CID000004485,776
10254,CID000004485,773
10255,CID000004485,3620
10256,CID000004485,779
10257,CID000004485,778
10258,CID000004485,3356
10259,CID000004485,729230
10260,CID000004485,117144
10261,CID000004485,259232
10262,CID000004485,6334
10263,CID000004485,8913
10264,CID000004485,6336
10265,CID000004485,6331
10266,CID000004485,1576
10267,CID000123631,558
10268,CID000123631,2065
10269,CID000123631,5607
10270,CID000123631,3654
10271,CID000123631,388228
10272,CID000123631,8569
10273,CID000123631,147746
10274,CID000123631,2322
10275,CID000123631,3055
10276,CID000123631,4067
10277,CID000123631,2324
10278,CID000123631,285220
10279,CID000123631,3791
10280,CID000123631,8767
10281,CID000123631,2268
10282,CID000123631,51135
10283,CID000123631,80122
10284,CID000123631,2872
10285,CID000123631,2444
10286,CID000123631,2580
10287,CID000123631,6714
10288,CID000123631,5260
10289,CID000123631,23235
10290,CID000123631,1432
10291,CID000123631,6793
10292,CID000123631,1022
10293,CID000123631,695
10294,CID000123631,2049
10295,CID000123631,1454
10296,CID000123631,5979
10297,CID000123631,25
10298,CID000123631,2064
10299,CID000123631,2050
10300,CID000123631,2066
10301,CID000005572,1128
10302,CID000005572,1129
10303,CID000005572,1133
10304,CID000005572,1132
10305,CID000005572,1131
10306,CID000005572,3269
10307,CID000039860,1269
10308,CID000039860,124274
10309,CID000039860,2849
10310,CID000039860,2847
10311,CID000039860,2844
10312,CID000039860,2845
10313,CID000039860,2842
10314,CID000039860,54112
10315,CID000039860,136
10316,CID000039860,135
10317,CID000039860,134
10318,CID000039860,10692
10319,CID000039860,9287
10320,CID000039860,9283
10321,CID000039860,4985
10322,CID000039860,4987
10323,CID000039860,10663
10324,CID000039860,4988
10325,CID000039860,27201
10326,CID000039860,4889
10327,CID000039860,221391
10328,CID000039860,2850
10329,CID000039860,84539
10330,CID000039860,84634
10331,CID000039860,4887
10332,CID000039860,54329
10333,CID000039860,54328
10334,CID000039860,10886
10335,CID000039860,10887
10336,CID000039860,729230
10337,CID000039860,23566
10338,CID000039860,10888
10339,CID000039860,9170
10340,CID000039860,6010
10341,CID000039860,56923
10342,CID000039860,2798
10343,CID000039860,128674
10344,CID000039860,10803
10345,CID000039860,319100
10346,CID000039860,23596
10347,CID000039860,94233
10348,CID000039860,3274
10349,CID000039860,285601
10350,CID000039860,2827
10351,CID000039860,53831
10352,CID000039860,1902
10353,CID000039860,338557
10354,CID000039860,1234
10355,CID000039860,1230
10356,CID000039860,1813
10357,CID000039860,1232
10358,CID000039860,1233
10359,CID000039860,1238
10360,CID000039860,2837
10361,CID000039860,2835
10362,CID000039860,2834
10363,CID000039860,2832
10364,CID000039860,2831
10365,CID000039860,2830
10366,CID000039860,344561
10367,CID000039860,2652
10368,CID000039860,3354
10369,CID000039860,5737
10370,CID000039860,1241
10371,CID000039860,8811
10372,CID000039860,3351
10373,CID000039860,83550
10374,CID000039860,3350
10375,CID000039860,623
10376,CID000039860,2861
10377,CID000039860,64106
10378,CID000039860,3352
10379,CID000039860,339403
10380,CID000039860,153
10381,CID000039860,7852
10382,CID000039860,83873
10383,CID000039860,152
10384,CID000039860,155
10385,CID000039860,9038
10386,CID000039860,134864
10387,CID000039860,64582
10388,CID000039860,4829
10389,CID000039860,5540
10390,CID000039860,3361
10391,CID000039860,3362
10392,CID000039860,3363
10393,CID000039860,186
10394,CID000039860,187
10395,CID000039860,185
10396,CID000039860,2587
10397,CID000039860,9293
10398,CID000039860,5021
10399,CID000039860,57007
10400,CID000039860,4986
10401,CID000039860,118442
10402,CID000039860,8477
10403,CID000039860,4157
10404,CID000039860,84109
10405,CID000039860,2925
10406,CID000039860,5956
10407,CID000039860,6752
10408,CID000039860,6753
10409,CID000039860,350383
10410,CID000039860,6751
10411,CID000039860,6754
10412,CID000039860,6755
10413,CID000039860,2693
10414,CID000039860,151
10415,CID000039860,150
10416,CID000039860,2862
10417,CID000039860,2863
10418,CID000039860,887
10419,CID000039860,886
10420,CID000039860,554
10421,CID000039860,4886
10422,CID000039860,552
10423,CID000039860,59340
10424,CID000039860,3062
10425,CID000039860,3061
10426,CID000039860,4923
10427,CID000039860,1816
10428,CID000039860,5729
10429,CID000039860,4161
10430,CID000039860,4160
10431,CID000039860,11245
10432,CID000039860,7201
10433,CID000039860,139760
10434,CID000039860,146
10435,CID000039860,147
10436,CID000039860,134391
10437,CID000039860,140
10438,CID000039860,51289
10439,CID000039860,611
10440,CID000039860,148
10441,CID000039860,3355
10442,CID000039860,5734
10443,CID000039860,3357
10444,CID000039860,3356
10445,CID000039860,5731
10446,CID000039860,10316
10447,CID000039860,5733
10448,CID000039860,5732
10449,CID000039860,5739
10450,CID000039860,3358
10451,CID000039860,23620
10452,CID000039860,5995
10453,CID000039860,56413
10454,CID000039860,1812
10455,CID000039860,6915
10456,CID000039860,4158
10457,CID000039860,4159
10458,CID000039860,11250
10459,CID000039860,1814
10460,CID000039860,8484
10461,CID000039860,81491
10462,CID000039860,83551
10463,CID000039860,680
10464,CID000039860,11255
10465,CID000003007,6536
10466,CID000003007,55117
10467,CID000003007,6540
10468,CID000003007,348932
10469,CID000003007,54716
10470,CID000003007,9152
10471,CID000003007,6533
10472,CID000003007,28968
10473,CID000003007,6534
10474,CID000003007,6535
10475,CID000003007,6532
10476,CID000003007,340024
10477,CID000003007,6530
10478,CID000003007,6531
10479,CID000003007,6529
10480,CID000003007,11254
10481,CID000003007,6539
10482,CID000003007,388662
10483,CID000003007,6538
10484,CID000003007,3350
10485,CID000004140,1269
10486,CID000004140,124274
10487,CID000004140,2849
10488,CID000004140,2847
10489,CID000004140,2844
10490,CID000004140,2845
10491,CID000004140,2842
10492,CID000004140,54112
10493,CID000004140,136
10494,CID000004140,135
10495,CID000004140,134
10496,CID000004140,10692
10497,CID000004140,9287
10498,CID000004140,9283
10499,CID000004140,4985
10500,CID000004140,4987
10501,CID000004140,10663
10502,CID000004140,4988
10503,CID000004140,27201
10504,CID000004140,4889
10505,CID000004140,221391
10506,CID000004140,2850
10507,CID000004140,84539
10508,CID000004140,84634
10509,CID000004140,4887
10510,CID000004140,54329
10511,CID000004140,54328
10512,CID000004140,10886
10513,CID000004140,10887
10514,CID000004140,729230
10515,CID000004140,23566
10516,CID000004140,10888
10517,CID000004140,9170
10518,CID000004140,6010
10519,CID000004140,56923
10520,CID000004140,2798
10521,CID000004140,128674
10522,CID000004140,10803
10523,CID000004140,319100
10524,CID000004140,23596
10525,CID000004140,94233
10526,CID000004140,3274
10527,CID000004140,285601
10528,CID000004140,2827
10529,CID000004140,53831
10530,CID000004140,1902
10531,CID000004140,338557
10532,CID000004140,1234
10533,CID000004140,1230
10534,CID000004140,1813
10535,CID000004140,1232
10536,CID000004140,1233
10537,CID000004140,1238
10538,CID000004140,2837
10539,CID000004140,2835
10540,CID000004140,2834
10541,CID000004140,2832
10542,CID000004140,2831
10543,CID000004140,2830
10544,CID000004140,344561
10545,CID000004140,2652
10546,CID000004140,3354
10547,CID000004140,5737
10548,CID000004140,1241
10549,CID000004140,8811
10550,CID000004140,3351
10551,CID000004140,83550
10552,CID000004140,3350
10553,CID000004140,623
10554,CID000004140,2861
10555,CID000004140,64106
10556,CID000004140,3352
10557,CID000004140,339403
10558,CID000004140,153
10559,CID000004140,7852
10560,CID000004140,83873
10561,CID000004140,152
10562,CID000004140,155
10563,CID000004140,9038
10564,CID000004140,134864
10565,CID000004140,64582
10566,CID000004140,4829
10567,CID000004140,5540
10568,CID000004140,3361
10569,CID000004140,3362
10570,CID000004140,3363
10571,CID000004140,186
10572,CID000004140,187
10573,CID000004140,185
10574,CID000004140,2587
10575,CID000004140,9293
10576,CID000004140,5021
10577,CID000004140,57007
10578,CID000004140,4986
10579,CID000004140,118442
10580,CID000004140,8477
10581,CID000004140,4157
10582,CID000004140,84109
10583,CID000004140,2925
10584,CID000004140,5956
10585,CID000004140,6752
10586,CID000004140,6753
10587,CID000004140,350383
10588,CID000004140,6751
10589,CID000004140,6754
10590,CID000004140,6755
10591,CID000004140,2693
10592,CID000004140,151
10593,CID000004140,150
10594,CID000004140,2862
10595,CID000004140,2863
10596,CID000004140,887
10597,CID000004140,886
10598,CID000004140,554
10599,CID000004140,4886
10600,CID000004140,552
10601,CID000004140,59340
10602,CID000004140,3062
10603,CID000004140,3061
10604,CID000004140,4923
10605,CID000004140,1816
10606,CID000004140,5729
10607,CID000004140,4161
10608,CID000004140,4160
10609,CID000004140,11245
10610,CID000004140,7201
10611,CID000004140,139760
10612,CID000004140,146
10613,CID000004140,147
10614,CID000004140,134391
10615,CID000004140,140
10616,CID000004140,51289
10617,CID000004140,611
10618,CID000004140,148
10619,CID000004140,3355
10620,CID000004140,5734
10621,CID000004140,3357
10622,CID000004140,3356
10623,CID000004140,5731
10624,CID000004140,10316
10625,CID000004140,5733
10626,CID000004140,5732
10627,CID000004140,5739
10628,CID000004140,3358
10629,CID000004140,23620
10630,CID000004140,5995
10631,CID000004140,56413
10632,CID000004140,1812
10633,CID000004140,6915
10634,CID000004140,4158
10635,CID000004140,4159
10636,CID000004140,11250
10637,CID000004140,1814
10638,CID000004140,8484
10639,CID000004140,81491
10640,CID000004140,83551
